scene,pr_num,merge_rate,avg_assign_reviewer_num,avg_response_time,avg_response_interval
25%,1.0,0.0,0.0,91.73333333333332,0.0
50%,1.0,0.0,0.0,6031.8,0.0
75%,2.0,0.0,0.0,30301.116666666665,1445.4
mean,19.229508196721312,0.1379610974037325,0.07952495701101225,31141.101177918114,16874.841637361325
