scene,pr_num,merge_rate,avg_assign_reviewer_num,avg_response_time,avg_response_interval
25%,1.5,0.0,0.0,3297.2875,13963.338157894736
50%,6.0,0.0,0.0,9854.640625,55561.11515151515
75%,12.0,0.0,0.0,27917.300000000003,84746.18492063493
mean,7.5,0.0,0.010416666666666663,16790.80130208333,91852.74705751121
