scene,pr_num,review_num,avg_review_num,avg_review_comment_length,avg_review_response_time,approve_rate
25%,1.0,1.0,1.0,63.0,48.083333333333336,0.0
50%,1.0,2.0,2.0,167.5,748.55,0.0
75%,1.0,6.0,2.0,185.35,1188.0666666666666,0.0
mean,1.7777777777777777,6.444444444444445,3.8703703703703707,156.44227053140096,1086.403703703704,0.005050505050505045
