scene,pr_num,review_num,avg_review_num,avg_review_comment_length,avg_review_response_time,approve_rate
25%,1.0,1.5,1.0,91.75,10294.25,0.0
50%,1.0,2.0,1.6666666666666665,139.125,19065.68888888889,0.0
75%,1.5,3.5,2.0,197.75,40130.101041666654,0.2
mean,2.0,4.4,2.6333333333333333,259.8583333333333,37697.701319444444,0.20666666666666664
