scene,commit_num,total_line_addition,total_line_deletion,total_file_edit_num,total_file_edit_type,sensitive_line_addition,sensitive_line_deletion,sensitive_file_edit_num,merge_rate,commit_interval
25%,1.0,16.5,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
50%,2.0,85.0,14.0,5.0,2.0,0.0,0.0,0.0,0.0,2420.4166666666665
75%,5.0,441.0,73.0,18.5,6.5,6.0,0.0,1.5,0.0,33772.493805874845
mean,4.508474576271187,608.7627118644068,144.47457627118644,24.152542372881356,5.6440677966101696,11.694915254237289,4.779661016949152,2.6610169491525424,0.04802259887005649,20644.76158924381
