scene,pr_num,review_num,avg_review_num,avg_review_comment_length,avg_review_response_time,approve_rate
25%,1.0,1.0,1.0,59.5,879.8166666666666,0.0
50%,1.0,2.0,1.5,129.17857142857144,2085.391666666667,0.0
75%,1.0,3.5,3.0,218.25,9910.709782608694,0.0
mean,1.7432432432432432,3.9864864864864864,2.106433607520564,221.12126623376625,35175.01606394438,0.032126017420135065
