scene,pr_num,merge_rate,avg_assign_reviewer_num,avg_response_time,avg_response_interval
25%,1.0,0.0,0.0,283.8,0.0
50%,1.0,0.0,0.0,466.3,0.0
75%,1.0,0.0,0.0,1521.4666666666667,0.0
mean,34.0,0.19036144578313252,0.0,1699.5606024096385,925.2583232323234
