scene,pr_num,review_num,avg_review_num,avg_review_comment_length,avg_review_response_time,approve_rate
25%,1.0,2.0,1.875,29.416666666666668,4276.564999999999,0.0
50%,1.0,6.0,3.0,58.0,14935.916666666666,0.0
75%,7.0,32.5,5.75,138.61052631578949,26744.9375,0.02325581395348835
mean,4.090909090909091,24.818181818181817,3.9075757575757577,82.16210343351491,27559.947803030303,0.10119802677942212
