scene,pr_num,merge_rate,avg_assign_reviewer_num,avg_response_time,avg_response_interval
25%,1.0,0.0,0.0,5725.616666666667,0.0
50%,2.0,0.0,0.0,11593.828571428572,5665.823703703702
75%,6.0,1.0,0.0,25358.3,34553.620833333334
mean,11.311926605504587,0.39984817837030334,0.05988168452262945,28940.529906846223,32037.90482799516
