scene,pr_num,review_num,avg_review_num,avg_review_comment_length,avg_review_response_time,approve_rate
25%,1.0,1.0,1.0,72.83333333333334,350.745,0.0
50%,1.5,3.0,3.0,115.9857142857143,2645.4333333333334,0.0
75%,5.0,21.5,3.75,163.37857142857143,4337.715674603174,0.01020408163265305
mean,4.0,18.083333333333332,2.9126984126984126,150.62841817886576,23759.48896164021,0.02892290249433106
