scene,pr_num,review_num,avg_review_num,avg_review_comment_length,avg_review_response_time,approve_rate
25%,1.0,1.0,1.0,55.08333333333333,372.75,0.0
50%,1.0,4.0,2.75,103.10975609756099,1503.8143518518518,0.0
75%,1.5,5.5,3.7777777777777777,127.0,2084.0333333333333,0.0
mean,2.0,7.1,2.905555555555556,136.36052264808364,2119.8028703703703,0.03571428571428571
