scene,commit_num,total_line_addition,total_line_deletion,total_file_edit_num,total_file_edit_type,sensitive_line_addition,sensitive_line_deletion,sensitive_file_edit_num,merge_rate,commit_interval
25%,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
50%,2.0,79.0,35.0,10.0,6.0,0.0,0.0,0.0,0.0,475.7944444444445
75%,12.5,3168.5,2837.5,161.0,34.0,46.5,7.5,3.0,0.0,13237.540226368157
mean,23.225806451612904,4603.870967741936,3209.935483870968,103.41935483870968,37.935483870967744,32.61290322580645,69.54838709677419,3.4838709677419355,0.0,11906.76521704718
