scene,pr_num,merge_rate,avg_assign_reviewer_num,avg_response_time,avg_response_interval
25%,1.0,0.0,0.0,27.125,0.0
50%,1.0,0.0,0.0,1510.477777777778,0.0
75%,2.0,0.4,0.0,6828.116666666667,6171.666666666666
mean,17.350649350649352,0.22656478251067294,0.04615519767121781,11608.76416093032,12854.029085394328
