scene,pr_num,review_num,avg_review_num,avg_review_comment_length,avg_review_response_time,approve_rate
25%,2.0,3.0,1.5,88.1,332.9666666666667,0.0
50%,2.0,3.0,1.5,107.2,491.75,0.0
75%,2.5,4.0,1.5833333333333335,108.93333333333334,5342.1,0.0
mean,2.3333333333333335,3.6666666666666665,1.5555555555555556,95.62222222222222,3619.461111111111,0.0
