scene,pr_num,review_num,avg_review_num,avg_review_comment_length,avg_review_response_time,approve_rate
25%,1.0,5.0,4.5,47.21875,27048.550000000003,0.0
50%,1.0,9.0,7.0,96.775,101149.19166666665,0.0
75%,2.0,17.0,13.5,129.37445887445887,228117.6625,0.29166666666666663
mean,1.3333333333333333,12.916666666666666,9.916666666666666,95.35025703463202,161259.76875000002,0.13835470085470084
