scene,pr_num,merge_rate,avg_assign_reviewer_num,avg_response_time,avg_response_interval
25%,1.0,0.0,0.0,1654.525,0.0
50%,2.0,0.0,0.0,15037.966666666667,4.216666666666667
75%,5.0,0.0,0.0192307692307692,31726.833333333336,20877.47656862746
mean,7.826086956521739,0.005434782608695652,0.08560943887030843,20177.77136648912,24785.004651457308
