scene,commit_num,total_line_addition,total_line_deletion,total_file_edit_num,total_file_edit_type,sensitive_line_addition,sensitive_line_deletion,sensitive_file_edit_num,merge_rate,commit_interval
25%,1.0,10.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
50%,4.0,95.0,27.0,9.0,4.0,0.0,0.0,0.0,0.1666666666666666,671.6441544885173
75%,13.0,1066.0,427.5,68.0,16.5,36.0,13.0,6.0,0.6666666666666666,7483.535416666667
mean,41.13147410358566,20053.812749003984,11610.011952191235,416.6414342629482,60.418326693227094,659.3545816733068,419.31075697211156,36.64143426294821,0.34896061628940056,21391.67769746099
