scene,pr_num,merge_rate,avg_assign_reviewer_num,avg_response_time,avg_response_interval
25%,2.0,0.21428571428571425,0.0,6091.66923076923,6541.425161782661
50%,7.5,0.9065217391304348,0.3666666666666667,15240.63943722944,14618.063652721548
75%,39.0,1.0,0.8333333333333333,29935.141666666666,45666.10138888889
mean,24.13157894736842,0.6496281752681278,0.6739578827902495,37903.48839952073,50346.55527149074
