scene,pr_num,review_num,avg_review_num,avg_review_comment_length,avg_review_response_time,approve_rate
25%,1.0,1.0,1.0,71.1875,1426.375,0.0
50%,1.0,4.0,2.6666666666666665,126.3,7299.499305555555,0.0
75%,3.0,15.0,5.23,252.0909090909091,18874.772916666665,0.0
mean,7.186868686868687,47.69191919191919,4.3568665803894415,190.07761901855804,22704.590514602045,0.03563757307909167
