scene,pr_num,review_num,avg_review_num,avg_review_comment_length,avg_review_response_time,approve_rate
25%,1.0,2.0,1.5625,88.55349439171701,2753.5333333333333,0.0
50%,2.0,7.0,2.4052083333333334,133.0,10241.509305555557,0.05158730158730155
75%,12.0,36.5,3.9409722222222223,202.68636363636364,27787.62734699941,0.2758905093199041
mean,13.6875,47.359375,3.009467987756151,166.48462616362633,30503.239938595936,0.18119397948989108
