scene,pr_num,merge_rate,avg_assign_reviewer_num,avg_response_time,avg_response_interval
25%,10.0,0.462962962962963,0.0,1271.2868421052633,14510.389423076926
50%,19.0,0.925925925925926,0.0,2538.623684210527,29020.77884615385
75%,23.0,0.9366471734892788,0.0185185185185185,3324.482212475634,32976.15886752137
mean,15.666666666666666,0.6244314489928525,0.012345679012345666,2217.6381416504228,21984.105911680916
