scene,pr_num,merge_rate,avg_assign_reviewer_num,avg_response_time,avg_response_interval
25%,1.0,0.0,0.0,1.0583333333333336,0.0
50%,1.0,0.0,0.0,10.508333333333333,0.0
75%,2.0,0.0,0.0,4369.183333333333,5.891666666666666
mean,6.981481481481482,0.045448039834801675,0.05275661432744182,11136.785863037534,6977.7241511156335
