scene,pr_num,review_num,avg_review_num,avg_review_comment_length,avg_review_response_time,approve_rate
25%,1.0,1.5,1.0,94.25,2334.366666666667,0.0
50%,1.0,5.0,3.0,154.27672209026127,7586.454166666666,0.0
75%,4.0,26.0,6.155172413793103,237.08333333333331,28264.489583333332,0.0
mean,14.155737704918034,90.58196721311475,4.9568083884074925,183.14605749035078,36421.2556114044,0.04912333014061219
