scene,commit_num,total_line_addition,total_line_deletion,total_file_edit_num,total_file_edit_type,sensitive_line_addition,sensitive_line_deletion,sensitive_file_edit_num,merge_rate,commit_interval
25%,1.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
50%,2.0,26.0,6.0,3.0,2.0,0.0,0.0,0.0,0.0,2.6333333333333333
75%,4.0,155.5,58.5,9.5,6.5,0.0,0.0,0.0,0.0,6522.102286135692
mean,9.094915254237288,8304.08813559322,5089.277966101695,99.92542372881356,22.698305084745762,12.806779661016948,9.386440677966101,0.9220338983050848,0.0,21232.57248059246
