scene,pr_num,review_num,avg_review_num,avg_review_comment_length,avg_review_response_time,approve_rate
25%,1.0,1.0,1.0,54.0,254.35,0.0
50%,1.0,2.0,1.5,130.33333333333334,1006.6333333333332,0.0
75%,3.0,6.0,2.1,213.25806451612905,3206.4666666666667,0.0
mean,3.0655737704918034,5.786885245901639,1.796733461124119,173.8707877879216,12548.622104286056,0.02103825136612022
