people,pr_num,review_num,avg_review_num,avg_review_comment_length,avg_review_response_time,approve_rate,score_if,anomaly_if,score_ocsvm,anomaly_ocsvm,score_lof,anomaly_lof,vote
fredgan,1,1,1.0,19.0,35062.666666666664,0,0.0426785256967277,1,-0.0003820213338916,1,-1.0524158337701537,1,1
rhuijben,1,1,1.0,89.0,614.2,0,0.1414506948745208,1,0.0408790270897591,1,-0.9903896394090118,1,1
tbeu,1,3,3.0,49.333333333333336,73246.9,0,-0.1123910664027242,1,0.0001910140963484,1,-0.9799301766696948,1,1
toxieainc,1,1,1.0,100.0,642.05,0,0.1221589311577067,1,0.0001910206124068,1,-0.9799301766696948,1,1
