people,pr_num,review_num,avg_review_num,avg_review_comment_length,avg_review_response_time,approve_rate,score_if,anomaly_if,score_ocsvm,anomaly_ocsvm,score_lof,anomaly_lof,vote
cconcolato,2,3,1.5,69.0,10192.45,0.0,0.1338274800608164,1,-0.0002441683772139,1,-0.9483557065246242,1,1
jeanlf,2,3,1.5,110.66666666666669,174.18333333333334,0.0,0.1772733615426978,1,-0.0002441707284657,1,-1.1151859845293155,1,1
rbouqueau,3,5,1.6666666666666667,107.2,491.75,0.0,0.0204131234238679,1,0.0004883365019595,1,-0.9483557065246242,1,1
