people,commit_num,total_line_addition,total_line_deletion,total_file_edit_num,total_file_edit_type,sensitive_line_addition,sensitive_line_deletion,sensitive_file_edit_num,merge_rate,commit_interval,score_if,anomaly_if,score_ocsvm,anomaly_ocsvm,score_lof,anomaly_lof,vote
philss,19,1711,420,89,31,0,0,0,1.0,1770.2185185185183,0.017245683119043,1,-5.254915699730262,1,-7.66725713161169,1,1
prehnRA,1,4,0,2,1,0,0,0,0.0,0.0,0.1627434863158424,1,-0.0505553022940716,1,-5.5378809080231,1,1
qrede,3,4,4,3,3,0,0,0,0.6666666666666666,30916.333333333336,0.1478065100217555,1,7.812558804273365,1,-3.944531550578995,1,1
quentin-bettoum,3,3,3,3,3,0,0,0,1.0,10224.283333333336,0.183127071008993,1,0.3004036788655071,1,-1.9388140417724649,1,1
rafaelbiten,1,1,1,1,1,0,0,0,1.0,0.0,0.1967764109543482,1,1.1817233769306769e-07,1,-1.0,1,1
razerbeans,2,3,2,2,2,0,0,0,1.0,1302.85,0.1916689062243916,1,0.0968330349605821,1,-1.1835496486768362,1,1
reisub,1,1,1,1,1,0,0,0,1.0,0.0,0.1967764109543482,1,1.1817233769306769e-07,1,-1.0,1,1
restlessronin,1,3,3,3,1,0,0,0,1.0,0.0,0.1936310824404664,1,0.0133226600250822,1,-100.0329655755824,1,1
richardkmichael,6,22,23,6,6,0,0,0,1.0,12.79,0.1634869694664196,1,0.1140111247520607,1,-2.9996156508240053,1,1
rktjmp,1,1,1,1,1,0,0,0,0.0,0.0,0.1691474327091866,1,-0.0570739468844863,1,-0.9941815616476736,1,1
rmoorman,8,30,21,11,10,0,0,0,0.6,3151.711904761905,0.1270531335335642,1,8.115198840689132,1,-3.567221011360266,1,1
robertkeizer,1,1,1,1,1,0,0,0,1.0,0.0,0.1967764109543482,1,1.1817233769306769e-07,1,-1.0,1,1
sadjow,2,2,2,2,2,0,0,0,0.0,25.03333333333333,0.1596828529718901,1,-0.0205558610215064,1,-19.1092909803236,1,1
salfum,1,1,1,1,1,0,0,0,1.0,0.0,0.1967764109543482,1,1.1817233769306769e-07,1,-1.0,1,1
samaaron,1,5,5,1,1,0,0,0,1.0,0.0,0.1941885289815033,1,5.682493528524901e-05,1,-1.2843127054349448,1,1
samgaw,1,2,0,1,1,0,0,0,1.0,0.0,0.1960624142316328,1,7.73728622505132e-06,1,-132038.17199483677,1,1
sato11,1,5,6,1,1,0,0,0,1.0,0.0,0.1945769754525711,1,6.00280787566021e-05,1,-1.4400753954345689,1,1
sax,3,66,24,3,3,0,0,0,0.5,170764.6,0.0858119957688444,1,-5.036036235150739,1,-1.308408118358744,1,1
seasharps,1,1,1,1,1,0,0,0,1.0,0.0,0.1967764109543482,1,1.1817233769306769e-07,1,-1.0,1,1
sevenseacat,1,5,6,2,1,0,0,0,0.0,0.0,0.1643049274256021,1,-0.0505309120932224,1,-5.541010487621222,1,1
shadowRR,1,3,3,1,1,0,0,0,1.0,0.0,0.1960873970348691,1,2.8622056426286235e-05,1,-1.1229745659286028,1,1
shamanime,1,2,0,1,1,0,0,0,1.0,0.0,0.1960624142316328,1,7.73728622505132e-06,1,-132038.17199483677,1,1
shishirpy,1,1,1,1,1,0,0,0,1.0,0.0,0.1967764109543482,1,1.1817233769306769e-07,1,-1.0,1,1
sidkshatriya,1,1,1,1,1,0,0,0,1.0,0.0,0.1967764109543482,1,1.1817233769306769e-07,1,-1.0,1,1
silathdiir,1,44,44,15,4,0,0,0,0.0,0.0,0.1232664521718535,1,-0.0144933713043329,1,-25.722123790245263,1,1
simonmcconnell,1,1,1,1,1,0,0,0,1.0,0.0,0.1967764109543482,1,1.1817233769306769e-07,1,-1.0,1,1
sofly,1,11,1,1,1,0,0,0,0.0,0.0,0.1684916040881597,1,-0.056991985697806,1,-1.018477243996478,1,1
solar05,2,69,69,23,2,0,0,0,1.0,2023.1166666666663,0.14179640889039,1,0.0854355486499542,1,-4.384857159740831,1,1
sorentwo,2,23,9,2,2,0,0,0,1.0,7434.316666666667,0.1865696990354104,1,0.21587665964541,1,-1.7224534927113144,1,1
spapas,1,16,9,1,1,0,0,0,1.0,0.0,0.1908440414371041,1,0.0001855754053607,1,-4.03808143028226,1,1
starkeepers,1,1,1,1,1,0,0,0,0.0,0.0,0.1691474327091866,1,-0.0570739468844863,1,-0.9941815616476736,1,1
stefanchrobot,2,14,14,2,2,0,0,0,1.0,176856.68333333332,0.1230962591501492,1,-11.64875918461722,1,-8.049069137404144,1,1
sudochop,1,2,2,1,1,0,0,0,1.0,0.0,0.1964818603706646,1,1.4407739953981036e-05,1,-159245.86784557873,-1,1
tank-bohr,1,1,0,1,1,0,0,0,0.0,0.0,0.1681774785561475,1,-0.0570766967701388,1,-0.9942139005559892,1,1
tedthetnaungsoe,1,2,2,2,1,0,0,0,1.0,0.0,0.1962231080432052,1,0.0070453661482687,1,-9071800.644613896,-1,1
th0mas,1,1,1,1,1,0,0,0,1.0,0.0,0.1967764109543482,1,1.1817233769306769e-07,1,-1.0,1,1
the-mikedavis,5,296,138,10,7,0,0,0,0.5,67216.95,0.0875627455577437,1,7.070726549735056,1,-1.434070017552083,1,1
theazharul,1,1,1,1,1,0,0,0,1.0,0.0,0.1967764109543482,1,1.1817233769306769e-07,1,-1.0,1,1
thiagogabriel,1,3,1,3,3,0,0,0,1.0,0.0,0.1837690371254225,1,0.0504189105047032,1,-1.6999239429666482,1,1
tilleryd,2,9,11,2,2,0,0,0,1.0,46322.7,0.1612954885480449,1,-0.0102327796437577,1,-6.517578763935651,1,1
timothyvanderaerden,1,27,3,3,3,0,0,0,1.0,0.0,0.1841256920411736,1,0.0506768184572408,1,-1.7006588735109536,1,1
tmbb,4,450,285,17,10,0,0,0,0.5,8487.644444444444,0.0864564485854066,1,8.62954444156621,1,-2.9955323865058903,1,1
tmjoen,1,1,1,1,1,0,0,0,1.0,0.0,0.1967764109543482,1,1.1817233769306769e-07,1,-1.0,1,1
tmr08c,1,1,1,1,1,0,0,0,1.0,0.0,0.1967764109543482,1,1.1817233769306769e-07,1,-1.0,1,1
tomekowal,4,13,13,6,4,0,0,0,1.0,4840.172222222222,0.1735465559496884,1,0.2470708085808723,1,-1.8339602293845685,1,1
tomkonidas,2,3,1,2,2,0,0,0,1.0,3762.683333333333,0.1892465431587814,1,0.1495328354343286,1,-1.2124165892555103,1,1
toyoaki-k,2,9,2,2,2,0,0,0,0.0,82072.18333333333,0.1024682456517294,1,-2.9237267576768677,1,-229.33377588770855,1,1
tsrandrei,1,1,1,1,1,0,0,0,0.0,0.0,0.1691474327091866,1,-0.0570739468844863,1,-0.9941815616476736,1,1
valeriangalliat,1,6,0,2,2,0,0,0,1.0,0.0,0.1930297161800465,1,0.0282908825478003,1,-56.51281389907341,1,1
vincent-octo,1,3,3,1,1,0,0,0,1.0,0.0,0.1960873970348691,1,2.8622056426286235e-05,1,-1.1229745659286028,1,1
vnglst,2,22,22,10,6,0,0,0,1.0,40406.93333333333,0.1500656231559536,1,0.1947996968275234,1,-4.706193330215521,1,1
wceolin,1,1,1,1,1,0,0,0,1.0,0.0,0.1967764109543482,1,1.1817233769306769e-07,1,-1.0,1,1
wingyplus,3,3,4,4,3,0,0,0,1.0,15128.841666666667,0.1783122444599387,1,0.355564729569096,1,-2.5397078124210912,1,1
wkirschbaum,1,1,1,1,1,0,0,0,1.0,0.0,0.1967764109543482,1,1.1817233769306769e-07,1,-1.0,1,1
wojtekmach,11,145,92,36,12,0,0,0,1.0,26797.745000000003,0.0961604886287361,1,-0.3213741040615048,1,-4.160824033762799,1,1
